code;name;code_system;value_set
713031009;History of chronic dissection of thoracic aorta;http://snomed.info/sct;SNOMED-CT
414415007;History of chronic lung disease;http://snomed.info/sct;SNOMED-CT
6,3581E+13;History of chronic lymphocytic leukemia;http://snomed.info/sct;SNOMED-CT
270473001;History of chronic obstructive airway disease;http://snomed.info/sct;SNOMED-CT
472953006;History of chronic renal impairment;http://snomed.info/sct;SNOMED-CT
441547007;History of chronic urinary tract infection;http://snomed.info/sct;SNOMED-CT
430545008;History of claudication;http://snomed.info/sct;SNOMED-CT
9,7121E+13;History of closed head injury;http://snomed.info/sct;SNOMED-CT
1,67752E+16;History of coma;http://snomed.info/sct;SNOMED-CT
1,0996E+16;History of combat and operational stress reaction;http://snomed.info/sct;SNOMED-CT
429286003;History of combination internal cardiac defibrillator and pacemaker;http://snomed.info/sct;SNOMED-CT
1156096005;History of complication occurring during labor and delivery;http://snomed.info/sct;SNOMED-CT
1156097001;History of complication of puerperium;http://snomed.info/sct;SNOMED-CT
1,56631E+16;History of concussion injury of brain;http://snomed.info/sct;SNOMED-CT
1,25731E+14;History of congenital absence of germinal epithelium of testes;http://snomed.info/sct;SNOMED-CT
1,25771E+14;History of congenital adrenal hyperplasia;http://snomed.info/sct;SNOMED-CT
275529004;History of congenital disease of hip;http://snomed.info/sct;SNOMED-CT
161577005;History of congenital dislocation of hip;http://snomed.info/sct;SNOMED-CT
1,08281E+14;History of congenital hypospadias;http://snomed.info/sct;SNOMED-CT
709046002;History of congenital vascular malformation;http://snomed.info/sct;SNOMED-CT
161774001;History of contraceptive cap usage;http://snomed.info/sct;SNOMED-CT
420209000;History of contraceptive usage;http://snomed.info/sct;SNOMED-CT
6,81341E+14;History of cornea graft failure;http://snomed.info/sct;SNOMED-CT
1,56479E+16;History of corneal erosion;http://snomed.info/sct;SNOMED-CT
441484007;History of craniopharyngioma;http://snomed.info/sct;SNOMED-CT
1,12561E+14;History of Crohns disease;http://snomed.info/sct;SNOMED-CT
4,9071E+13;History of Cushing disease;http://snomed.info/sct;SNOMED-CT
4,9081E+13;History of Cushing syndrome;http://snomed.info/sct;SNOMED-CT
1,26731E+14;History of cystic dilatation of duct of bulbourethral gland;http://snomed.info/sct;SNOMED-CT
161508001;History of deep vein thrombosis;http://snomed.info/sct;SNOMED-CT
439124004;History of deliberate self neglect;http://snomed.info/sct;SNOMED-CT
1,65358E+16;History of delirium;http://snomed.info/sct;SNOMED-CT
3,2271E+13;History of delivery of macrosomal infant;http://snomed.info/sct;SNOMED-CT
1260014004;History of dental trauma;http://snomed.info/sct;SNOMED-CT
472970003;History of diabetes mellitus type 1;http://snomed.info/sct;SNOMED-CT
472969004;History of diabetes mellitus type 2;http://snomed.info/sct;SNOMED-CT
1,10E+21;History of diabetic foot ulcer;http://snomed.info/sct;SNOMED-CT
433874008;History of diabetic peripheral angiopathy;http://snomed.info/sct;SNOMED-CT
441638006;History of Diamond-Blackfan anemia;http://snomed.info/sct;SNOMED-CT
473107009;History of difficult fitting of intrauterine contraceptive device;http://snomed.info/sct;SNOMED-CT
427958009;History of difficult intubation;http://snomed.info/sct;SNOMED-CT
766035009;History of difficult venous access;http://snomed.info/sct;SNOMED-CT
472961001;History of disorder of connective tissue;http://snomed.info/sct;SNOMED-CT
736726000;History of disorder of digestive system;http://snomed.info/sct;SNOMED-CT
895699003;History of disorder of eye proper;http://snomed.info/sct;SNOMED-CT
895701003;History of disorder of eye region;http://snomed.info/sct;SNOMED-CT
472956003;History of disorder of soft tissue;http://snomed.info/sct;SNOMED-CT
1,80301E+14;History of disorder of vision;http://snomed.info/sct;SNOMED-CT
6,90481E+14;History of dissection of carotid artery;http://snomed.info/sct;SNOMED-CT
720810005;History of dissection of external carotid artery;http://snomed.info/sct;SNOMED-CT
720729008;History of dissection of internal carotid artery;http://snomed.info/sct;SNOMED-CT
8,8701E+13;History of disseminated malignant neoplasm;http://snomed.info/sct;SNOMED-CT
1,18361E+14;History of diverticulitis;http://snomed.info/sct;SNOMED-CT
429746005;History of domestic abuse;http://snomed.info/sct;SNOMED-CT
720428004;History of domestic emotional abuse;http://snomed.info/sct;SNOMED-CT
720411002;History of domestic physical abuse;http://snomed.info/sct;SNOMED-CT
2,93611E+14;History of domestic physical abuse of adult;http://snomed.info/sct;SNOMED-CT
720741001;History of domestic sexual abuse;http://snomed.info/sct;SNOMED-CT
412732008;History of domestic violence;http://snomed.info/sct;SNOMED-CT
371435006;History of drug abuse;http://snomed.info/sct;SNOMED-CT
1,18501E+14;History of drug-induced anaphylaxis;http://snomed.info/sct;SNOMED-CT
8,8811E+13;History of ductal carcinoma in situ of breast;http://snomed.info/sct;SNOMED-CT
161783006;History of dysmenorrhea;http://snomed.info/sct;SNOMED-CT
1,69161E+16;History of dysphagia;http://snomed.info/sct;SNOMED-CT
472967002;History of dysplasia of cervix;http://snomed.info/sct;SNOMED-CT
1,42471E+14;History of dysplasia of vulva;http://snomed.info/sct;SNOMED-CT
1,099E+15;History of dysthymia;http://snomed.info/sct;SNOMED-CT
1,26131E+14;History of eating disorder;http://snomed.info/sct;SNOMED-CT
1,68969E+16;History of embolic cerebrovascular accident;http://snomed.info/sct;SNOMED-CT
1,41831E+14;History of embolic stroke with deficits;http://snomed.info/sct;SNOMED-CT
1,18971E+14;History of embolic stroke without deficits;http://snomed.info/sct;SNOMED-CT
1,56284E+16;History of emergence delirium;http://snomed.info/sct;SNOMED-CT
313217007;History of emotional abuse;http://snomed.info/sct;SNOMED-CT
428287001;History of endocarditis;http://snomed.info/sct;SNOMED-CT
1,30591E+14;History of endometrial hyperplasia;http://snomed.info/sct;SNOMED-CT
1,15451E+14;History of endophthalmitis;http://snomed.info/sct;SNOMED-CT
7,3851E+13;History of ependymoma of brain;http://snomed.info/sct;SNOMED-CT
429010008;History of epidural hematoma;http://snomed.info/sct;SNOMED-CT
1,5913E+16;History of episcleritis;http://snomed.info/sct;SNOMED-CT
1,60891E+16;History of esophageal ulcer;http://snomed.info/sct;SNOMED-CT
1,60937E+16;History of esophageal varices;http://snomed.info/sct;SNOMED-CT
6,91491E+14;History of esophagitis;http://snomed.info/sct;SNOMED-CT
429023001;History of Ewings sarcoma;http://snomed.info/sct;SNOMED-CT
736060002;History of exposure to diethylstilbestrol in utero;http://snomed.info/sct;SNOMED-CT
1,09201E+14;History of exposure to fenfluramine;http://snomed.info/sct;SNOMED-CT
1,10189E+16;History of exposure to hazardous bodily fluids;http://snomed.info/sct;SNOMED-CT
442029006;History of exposure to lead;http://snomed.info/sct;SNOMED-CT
705133000;History of exposure to occupational risk factor;http://snomed.info/sct;SNOMED-CT
699009004;History of exposure to second hand smoke;http://snomed.info/sct;SNOMED-CT
762296001;History of exposure to tobacco smoke in perinatal period;http://snomed.info/sct;SNOMED-CT
1,68809E+16;History of exudative age-related macular degeneration;http://snomed.info/sct;SNOMED-CT
1,68809E+16;History of eyelid ptosis;http://snomed.info/sct;SNOMED-CT
1,60938E+16;History of facial palsy;http://snomed.info/sct;SNOMED-CT
428942009;History of fall;http://snomed.info/sct;SNOMED-CT
441586006;History of Fanconi anemia;http://snomed.info/sct;SNOMED-CT
1,25781E+14;History of febrile urinary tract infection;http://snomed.info/sct;SNOMED-CT
715477006;History of female genital mutilation;http://snomed.info/sct;SNOMED-CT
763017007;History of female infertility due to tubal factor;http://snomed.info/sct;SNOMED-CT
428064002;History of follicular adenocarcinoma of thyroid;http://snomed.info/sct;SNOMED-CT
762616007;History of food allergy;http://snomed.info/sct;SNOMED-CT
762615006;History of food hypersensitivity;http://snomed.info/sct;SNOMED-CT
725942003;History of fourth degree perineal laceration;http://snomed.info/sct;SNOMED-CT
1,37761E+14;History of fracture of hip due to traumatic event;http://snomed.info/sct;SNOMED-CT
1,63009E+16;History of fracture of orbit;http://snomed.info/sct;SNOMED-CT
1,68E+21;History of gangrenous disorder;http://snomed.info/sct;SNOMED-CT
6,91501E+14;History of gastritis;http://snomed.info/sct;SNOMED-CT
7,0861E+13;History of gastroesophageal reflux disease;http://snomed.info/sct;SNOMED-CT
275551007;History of gastrointestinal bleed;http://snomed.info/sct;SNOMED-CT
1,40731E+14;History of gastrointestinal stromal tumor;http://snomed.info/sct;SNOMED-CT
1,60892E+16;History of gastrojejunal ulcer;http://snomed.info/sct;SNOMED-CT
1,62796E+16;History of gastroschisis;http://snomed.info/sct;SNOMED-CT
5,9601E+13;History of germ cell tumor;http://snomed.info/sct;SNOMED-CT
472971004;History of gestational diabetes mellitus;http://snomed.info/sct;SNOMED-CT
709881001;History of gestational hypertension;http://snomed.info/sct;SNOMED-CT
736725001;History of gestational trophoblastic disease;http://snomed.info/sct;SNOMED-CT
3,28201E+14;History of giant cell arteritis;http://snomed.info/sct;SNOMED-CT
407553003;History of glandular fever;http://snomed.info/sct;SNOMED-CT
1,67756E+16;History of glaucoma suspect;http://snomed.info/sct;SNOMED-CT
7,3841E+13;History of glioma of brainstem;http://snomed.info/sct;SNOMED-CT
1,37871E+14;History of Graves' disease;http://snomed.info/sct;SNOMED-CT
1,28731E+14;History of Guillain Barre syndrome;http://snomed.info/sct;SNOMED-CT
271902005;History of gynecological disorder;http://snomed.info/sct;SNOMED-CT
9,3931E+13;History of Haemophilus influenzae type b infection;http://snomed.info/sct;SNOMED-CT
425978000;History of headache;http://snomed.info/sct;SNOMED-CT
428900007;History of headache after dural puncture;http://snomed.info/sct;SNOMED-CT
472955004;History of hearing loss;http://snomed.info/sct;SNOMED-CT
1,17871E+14;History of heart block;http://snomed.info/sct;SNOMED-CT
7,0561E+13;History of heartburn;http://snomed.info/sct;SNOMED-CT
1,56277E+16;History of Helicobacter pylori infection;http://snomed.info/sct;SNOMED-CT
161538007;History of hematemesis;http://snomed.info/sct;SNOMED-CT
161550001;History of hematuria;http://snomed.info/sct;SNOMED-CT
726513006;History of hemolysis-elevated liver enzymes-low platelet count syndrome;http://snomed.info/sct;SNOMED-CT
161458005;History of hemolytic anemia;http://snomed.info/sct;SNOMED-CT
161582003;History of hemolytic disease;http://snomed.info/sct;SNOMED-CT
428951001;History of hemorrhage into ventricle of brain;http://snomed.info/sct;SNOMED-CT
1,41811E+14;History of hemorrhagic cerebrovascular accident with residual deficit;http://snomed.info/sct;SNOMED-CT
1,18961E+14;History of hemorrhagic cerebrovascular accident without residual deficits;http://snomed.info/sct;SNOMED-CT
1,40701E+14;History of hemorrhagic stroke with hemiparesis;http://snomed.info/sct;SNOMED-CT
1,40711E+14;History of hemorrhagic stroke with hemiplegia;http://snomed.info/sct;SNOMED-CT
1,68512E+16;History of hemorrhoid;http://snomed.info/sct;SNOMED-CT
428030001;History of hepatitis A;http://snomed.info/sct;SNOMED-CT
429721005;History of hepatitis B;http://snomed.info/sct;SNOMED-CT
5,9851E+13;History of hepatitis B conferring immunity;http://snomed.info/sct;SNOMED-CT
9,3871E+13;History of hepatitis C;http://snomed.info/sct;SNOMED-CT
4,9101E+13;History of hepatoblastoma;http://snomed.info/sct;SNOMED-CT
4,9111E+13;History of hepatocellular carcinoma;http://snomed.info/sct;SNOMED-CT
1,65E+21;History of herpes simplex keratitis;http://snomed.info/sct;SNOMED-CT
6,81221E+14;History of herpes zoster;http://snomed.info/sct;SNOMED-CT
1,37741E+14;History of hip stress fracture;http://snomed.info/sct;SNOMED-CT
4,9121E+13;History of histiocytosis;http://snomed.info/sct;SNOMED-CT
9,3911E+13;History of histoplasmosis;http://snomed.info/sct;SNOMED-CT
473068004;History of Hodgkin lymphoma;http://snomed.info/sct;SNOMED-CT
309636006;History of hospital admission in last year for hyperglycemic disorder;http://snomed.info/sct;SNOMED-CT
2,93201E+14;History of human papilloma virus infection;http://snomed.info/sct;SNOMED-CT
1,26181E+16;History of hydronephrosis;http://snomed.info/sct;SNOMED-CT
429406003;History of hyperaldosteronism;http://snomed.info/sct;SNOMED-CT
414416008;History of hypercholesterolemia;http://snomed.info/sct;SNOMED-CT
9,7681E+13;History of hypercoagulable state;http://snomed.info/sct;SNOMED-CT
1,56278E+16;History of hyphema;http://snomed.info/sct;SNOMED-CT
1,25711E+14;History of hypospermatogenesis;http://snomed.info/sct;SNOMED-CT
472960000;History of hypotension;http://snomed.info/sct;SNOMED-CT
1,62351E+16;History of idiopathic intracranial hypertension;http://snomed.info/sct;SNOMED-CT
1,07921E+14;History of immune disorder;http://snomed.info/sct;SNOMED-CT
441511006;History of immune thrombocytopenia;http://snomed.info/sct;SNOMED-CT
472973001;History of immunodeficiency disorder;http://snomed.info/sct;SNOMED-CT
428934008;History of inactive tuberculosis;http://snomed.info/sct;SNOMED-CT
725954003;History of induced onset of labor;http://snomed.info/sct;SNOMED-CT
1,06245E+16;History of infection due to vancomycin resistant enterococcus;http://snomed.info/sct;SNOMED-CT
1,69155E+16;History of infection following procedure;http://snomed.info/sct;SNOMED-CT
441576005;History of infectious disease of central nervous system;http://snomed.info/sct;SNOMED-CT
763016003;History of infertility due to endometriosis;http://snomed.info/sct;SNOMED-CT
608844008;History of inflammatory bowel disease;http://snomed.info/sct;SNOMED-CT
789775004;History of influenza;http://snomed.info/sct;SNOMED-CT
699010009;History of inhalant intoxication;http://snomed.info/sct;SNOMED-CT
1,65357E+16;History of injury of eye region;http://snomed.info/sct;SNOMED-CT
1,02191E+14;History of injury of globe of eye;http://snomed.info/sct;SNOMED-CT
1,69168E+16;History of injury of tendon;http://snomed.info/sct;SNOMED-CT
1,68649E+16;History of intracranial hemorrhage;http://snomed.info/sct;SNOMED-CT
1,62167E+16;History of intrauterine fetal death;http://snomed.info/sct;SNOMED-CT
1,64647E+16;History of intravenous drug abuse;http://snomed.info/sct;SNOMED-CT
4,8901E+13;History of invasive malignant neoplasm of breast;http://snomed.info/sct;SNOMED-CT
3,50351E+14;History of inverted papilloma;http://snomed.info/sct;SNOMED-CT
427762006;History of iron deficiency;http://snomed.info/sct;SNOMED-CT
7,0871E+13;History of irritable bowel syndrome;http://snomed.info/sct;SNOMED-CT
1,41821E+14;History of ischemic cerebrovascular accident with residual deficit;http://snomed.info/sct;SNOMED-CT
1,09962E+15;History of ischemic colitis;http://snomed.info/sct;SNOMED-CT
1,41281E+14;History of ischemic stroke without residual deficits;http://snomed.info/sct;SNOMED-CT
161773007;History of IUCD (intrauterine contraceptive device) usage;http://snomed.info/sct;SNOMED-CT
428292004;History of Kaposi's sarcoma;http://snomed.info/sct;SNOMED-CT
9,9051E+13;History of lacunar cerebrovascular accident;http://snomed.info/sct;SNOMED-CT
9,27778E+17;History of langerhans cell histiocytosis;http://snomed.info/sct;SNOMED-CT
3,6068E+17;History of large bowel obstruction;http://snomed.info/sct;SNOMED-CT
1,64102E+16;History of laryngospasm;http://snomed.info/sct;SNOMED-CT
161436008;History of leukemia;http://snomed.info/sct;SNOMED-CT
1,69004E+16;History of lipoma;http://snomed.info/sct;SNOMED-CT
1,37401E+14;History of listeria meningitis;http://snomed.info/sct;SNOMED-CT
726001007;History of live birth;http://snomed.info/sct;SNOMED-CT
1,43481E+14;History of lobular carcinoma in situ;http://snomed.info/sct;SNOMED-CT
3,7251E+13;History of low birth weight;http://snomed.info/sct;SNOMED-CT
1,28131E+14;History of low birth weight status, 2-2.5kg;http://snomed.info/sct;SNOMED-CT
1,28161E+14;History of low birth weight status, less than 500 grams;http://snomed.info/sct;SNOMED-CT
1,16351E+14;History of lower extremity skin ulcer;http://snomed.info/sct;SNOMED-CT
2,93771E+14;History of lower gastrointestinal bleed;http://snomed.info/sct;SNOMED-CT
429423007;History of Lyme disease;http://snomed.info/sct;SNOMED-CT
429125006;History of lymphadenopathy;http://snomed.info/sct;SNOMED-CT
473058009;History of lymphoid leukemia;http://snomed.info/sct;SNOMED-CT
1,52451E+14;History of lymphosarcoma;http://snomed.info/sct;SNOMED-CT
1,65354E+16;History of macular degeneration;http://snomed.info/sct;SNOMED-CT
161416007;History of malaria;http://snomed.info/sct;SNOMED-CT
429031006;History of male erectile disorder;http://snomed.info/sct;SNOMED-CT
1,39621E+14;History of malignant ameloblastoma of mandible;http://snomed.info/sct;SNOMED-CT
428053000;History of malignant basal cell neoplasm of skin;http://snomed.info/sct;SNOMED-CT
1,09954E+16;History of malignant carcinoid tumor of bronchus;http://snomed.info/sct;SNOMED-CT
2,86771E+14;History of malignant carcinoid tumor of colon;http://snomed.info/sct;SNOMED-CT
1,09877E+16;History of malignant carcinoid tumor of kidney;http://snomed.info/sct;SNOMED-CT
2,86791E+14;History of malignant carcinoid tumor of rectum;http://snomed.info/sct;SNOMED-CT
2,86781E+14;History of malignant carcinoid tumor of small intestine;http://snomed.info/sct;SNOMED-CT
1,0988E+16;History of malignant carcinoid tumor of stomach;http://snomed.info/sct;SNOMED-CT
1,09818E+16;History of malignant carcinoid tumor of thymus;http://snomed.info/sct;SNOMED-CT
1,22571E+14;History of malignant cutaneous T-cell lymphoma;http://snomed.info/sct;SNOMED-CT
1,39281E+14;History of malignant germ cell neoplasm of mediastinum;http://snomed.info/sct;SNOMED-CT
1,41951E+14;History of malignant germ cell neoplasm of ovary;http://snomed.info/sct;SNOMED-CT
1,39271E+14;History of malignant germ cell neoplasm of testis;http://snomed.info/sct;SNOMED-CT
699005005;History of malignant hematologic neoplasm;http://snomed.info/sct;SNOMED-CT
429014004;History of malignant lymphoma;http://snomed.info/sct;SNOMED-CT
1,15561E+14;History of malignant melanoma of eye;http://snomed.info/sct;SNOMED-CT
3,21E+11;History of malignant melanoma of the skin;http://snomed.info/sct;SNOMED-CT
4,8951E+13;History of malignant meningeal neoplasm;http://snomed.info/sct;SNOMED-CT
3,47931E+14;History of malignant meningioma of meninges of brain;http://snomed.info/sct;SNOMED-CT
429144004;History of malignant mesothelioma;http://snomed.info/sct;SNOMED-CT
432007009;History of malignant mesothelioma of pleura;http://snomed.info/sct;SNOMED-CT
698298001;History of malignant neoplasm of adrenal gland;http://snomed.info/sct;SNOMED-CT
1,12071E+14;History of malignant neoplasm of anus;http://snomed.info/sct;SNOMED-CT
7,3781E+13;History of malignant neoplasm of appendix;http://snomed.info/sct;SNOMED-CT
415086001;History of malignant neoplasm of bladder;http://snomed.info/sct;SNOMED-CT
429247002;History of malignant neoplasm of bone;http://snomed.info/sct;SNOMED-CT
473059001;History of malignant neoplasm of brain;http://snomed.info/sct;SNOMED-CT
429087003;History of malignant neoplasm of breast;http://snomed.info/sct;SNOMED-CT
415077006;History of malignant neoplasm of bronchus;http://snomed.info/sct;SNOMED-CT
429484003;History of malignant neoplasm of cervix;http://snomed.info/sct;SNOMED-CT
429699009;History of malignant neoplasm of colon;http://snomed.info/sct;SNOMED-CT
5,1271E+13;History of malignant neoplasm of colon and/or rectum;http://snomed.info/sct;SNOMED-CT
7,3791E+13;History of malignant neoplasm of common bile duct;http://snomed.info/sct;SNOMED-CT
1,09956E+16;History of malignant neoplasm of digestive organ;http://snomed.info/sct;SNOMED-CT
1,39611E+14;History of malignant neoplasm of duodenum;http://snomed.info/sct;SNOMED-CT
415078001;History of malignant neoplasm of ear, nose AND/OR throat;http://snomed.info/sct;SNOMED-CT
431572009;History of malignant neoplasm of endocrine gland;http://snomed.info/sct;SNOMED-CT
429089000;History of malignant neoplasm of endometrium;http://snomed.info/sct;SNOMED-CT
429357003;History of malignant neoplasm of epididymis;http://snomed.info/sct;SNOMED-CT
429410000;History of malignant neoplasm of esophagus;http://snomed.info/sct;SNOMED-CT
1,09957E+16;History of malignant neoplasm of external ear;http://snomed.info/sct;SNOMED-CT
1,52891E+14;History of malignant neoplasm of eye;http://snomed.info/sct;SNOMED-CT
1,24361E+14;History of malignant neoplasm of fallopian tube;http://snomed.info/sct;SNOMED-CT
415079009;History of malignant neoplasm of female genital organ;http://snomed.info/sct;SNOMED-CT
415080007;History of malignant neoplasm of gastrointestinal tract;http://snomed.info/sct;SNOMED-CT
8,8851E+13;History of malignant neoplasm of gum;http://snomed.info/sct;SNOMED-CT
431573004;History of malignant neoplasm of head and/or neck;http://snomed.info/sct;SNOMED-CT
7,3721E+13;History of malignant neoplasm of hypopharynx;http://snomed.info/sct;SNOMED-CT
415081006;History of malignant neoplasm of kidney;http://snomed.info/sct;SNOMED-CT
473064002;History of malignant neoplasm of larynx;http://snomed.info/sct;SNOMED-CT
1,09E+21;History of malignant neoplasm of lip;http://snomed.info/sct;SNOMED-CT
473067009;History of malignant neoplasm of liver;http://snomed.info/sct;SNOMED-CT
415082004;History of malignant neoplasm of lung;http://snomed.info/sct;SNOMED-CT
415083009;History of malignant neoplasm of male genital organ;http://snomed.info/sct;SNOMED-CT
428117004;History of malignant neoplasm of mediastinum;http://snomed.info/sct;SNOMED-CT
1,09819E+16;History of malignant neoplasm of middle ear;http://snomed.info/sct;SNOMED-CT
1,09819E+16;History of malignant neoplasm of nasal cavity;http://snomed.info/sct;SNOMED-CT
7,3731E+13;History of malignant neoplasm of nasopharynx;http://snomed.info/sct;SNOMED-CT
434193002;History of malignant neoplasm of neck;http://snomed.info/sct;SNOMED-CT
431691000;History of malignant neoplasm of nervous system;http://snomed.info/sct;SNOMED-CT
473063008;History of malignant neoplasm of oral cavity;http://snomed.info/sct;SNOMED-CT
429090009;History of malignant neoplasm of ovary;http://snomed.info/sct;SNOMED-CT
7,3761E+13;History of malignant neoplasm of pancreas;http://snomed.info/sct;SNOMED-CT
6,91371E+14;History of malignant neoplasm of parotid gland;http://snomed.info/sct;SNOMED-CT
428880006;History of malignant neoplasm of penis;http://snomed.info/sct;SNOMED-CT
8,8591E+13;History of malignant neoplasm of peritoneum;http://snomed.info/sct;SNOMED-CT
8,5851E+13;History of malignant neoplasm of pharynx;http://snomed.info/sct;SNOMED-CT
429355006;History of malignant neoplasm of pleura;http://snomed.info/sct;SNOMED-CT
428262008;History of malignant neoplasm of prostate;http://snomed.info/sct;SNOMED-CT
429084005;History of malignant neoplasm of rectum;http://snomed.info/sct;SNOMED-CT
700239008;History of malignant neoplasm of renal pelvis;http://snomed.info/sct;SNOMED-CT
8,8621E+13;History of malignant neoplasm of retroperitoneum;http://snomed.info/sct;SNOMED-CT
7,3741E+13;History of malignant neoplasm of salivary gland;http://snomed.info/sct;SNOMED-CT
429050006;History of malignant neoplasm of skin;http://snomed.info/sct;SNOMED-CT
443895001;History of malignant neoplasm of skin excluding melanoma;http://snomed.info/sct;SNOMED-CT
428833003;History of malignant neoplasm of small bowel;http://snomed.info/sct;SNOMED-CT
432327003;History of malignant neoplasm of spinal cord;http://snomed.info/sct;SNOMED-CT
473061005;History of malignant neoplasm of stomach;http://snomed.info/sct;SNOMED-CT
473066000;History of malignant neoplasm of testis;http://snomed.info/sct;SNOMED-CT
428878000;History of malignant neoplasm of thoracic cavity structure;http://snomed.info/sct;SNOMED-CT
427918007;History of malignant neoplasm of thymus;http://snomed.info/sct;SNOMED-CT
429254008;History of malignant neoplasm of thyroid;http://snomed.info/sct;SNOMED-CT
429409005;History of malignant neoplasm of tongue;http://snomed.info/sct;SNOMED-CT
8,8801E+13;History of malignant neoplasm of tonsil;http://snomed.info/sct;SNOMED-CT
415085002;History of malignant neoplasm of trachea;http://snomed.info/sct;SNOMED-CT
429444007;History of malignant neoplasm of ureter;http://snomed.info/sct;SNOMED-CT
415087005;History of malignant neoplasm of urinary system;http://snomed.info/sct;SNOMED-CT
428944005;History of malignant neoplasm of uterine adnexa;http://snomed.info/sct;SNOMED-CT
428941002;History of malignant neoplasm of uterine body;http://snomed.info/sct;SNOMED-CT
427844008;History of malignant neoplasm of vagina;http://snomed.info/sct;SNOMED-CT
429635001;History of malignant neoplasm of vulva;http://snomed.info/sct;SNOMED-CT
1,61E+21;History of malignant phyllodes neoplasm of breast;http://snomed.info/sct;SNOMED-CT
472972006;History of maturity onset diabetes mellitus in young;http://snomed.info/sct;SNOMED-CT
429016002;History of medullary carcinoma of thyroid;http://snomed.info/sct;SNOMED-CT
7,3861E+13;History of medulloblastoma of brain;http://snomed.info/sct;SNOMED-CT
1,251E+12;History of melanoma in situ of skin;http://snomed.info/sct;SNOMED-CT
161539004;History of melena;http://snomed.info/sct;SNOMED-CT
1,12101E+14;History of meningioma;http://snomed.info/sct;SNOMED-CT
1,38141E+14;History of merkel cell carcinoma;http://snomed.info/sct;SNOMED-CT
709313000;History of methicillin resistant Staphylococcus aureus infection;http://snomed.info/sct;SNOMED-CT
473111003;History of microalbuminuria;http://snomed.info/sct;SNOMED-CT
608837004;History of migraine with aura;http://snomed.info/sct;SNOMED-CT
1187601005;History of military deployment;http://snomed.info/sct;SNOMED-CT
1,62168E+16;History of molar pregnancy;http://snomed.info/sct;SNOMED-CT
1,29089E+15;History of monkeypox;http://snomed.info/sct;SNOMED-CT
427920005;History of monocytic leukemia;http://snomed.info/sct;SNOMED-CT
429124005;History of mood disorder;http://snomed.info/sct;SNOMED-CT
1,20481E+14;History of multiple myeloma;http://snomed.info/sct;SNOMED-CT
1,65243E+16;History of myalgia caused by statin;http://snomed.info/sct;SNOMED-CT
6,81291E+14;History of mycosis fungoides;http://snomed.info/sct;SNOMED-CT
1,52861E+14;History of myeloid leukemia;http://snomed.info/sct;SNOMED-CT
399211009;History of myocardial infarction;http://snomed.info/sct;SNOMED-CT
3,87786E+17;History of myocardial infarction due to atherothrombotic coronary artery disease;http://snomed.info/sct;SNOMED-CT
7,7622E+17;History of myocardial infarction due to demand ischemia;http://snomed.info/sct;SNOMED-CT
4,61E+11;History of myocardial infarction in last eight weeks;http://snomed.info/sct;SNOMED-CT
6,81211E+14;History of myocarditis;http://snomed.info/sct;SNOMED-CT
1204446005;History of nasopharyngeal carcinoma;http://snomed.info/sct;SNOMED-CT
8,2991E+13;History of negative cervical Papanicolaou smear performed within last 12 months;http://snomed.info/sct;SNOMED-CT
414372001;History of neonatal abstinence syndrome;http://snomed.info/sct;SNOMED-CT
1,10129E+16;History of neoplasm of low malignant potential behavior of ovary;http://snomed.info/sct;SNOMED-CT
4,9201E+13;History of neoplasm of pituitary gland;http://snomed.info/sct;SNOMED-CT
1,09822E+16;History of neoplasm of uncertain behavior;http://snomed.info/sct;SNOMED-CT
429105007;History of nephroblastoma;http://snomed.info/sct;SNOMED-CT
9,0171E+13;History of nephrotic syndrome;http://snomed.info/sct;SNOMED-CT
3,2451E+13;History of nervous system disorder;http://snomed.info/sct;SNOMED-CT
432745001;History of neuroblastoma;http://snomed.info/sct;SNOMED-CT
442414004;History of neurodevelopmental disorder;http://snomed.info/sct;SNOMED-CT
1,34461E+14;History of neuroendocrine malignant neoplasm;http://snomed.info/sct;SNOMED-CT
4,9191E+13;History of neutropenia;http://snomed.info/sct;SNOMED-CT
1,42881E+14;History of nocturnal hypoglycemia;http://snomed.info/sct;SNOMED-CT
8,5881E+13;History of non central nervous system primitive neuroectodermal tumor;http://snomed.info/sct;SNOMED-CT
428046009;History of non-Hodgkins lymphoma;http://snomed.info/sct;SNOMED-CT
429226001;History of non-small cell malignant neoplasm of lung;http://snomed.info/sct;SNOMED-CT
698593009;History of non-ST segment elevation myocardial infarction;http://snomed.info/sct;SNOMED-CT
473057004;History of noncompliance with medication regimen;http://snomed.info/sct;SNOMED-CT
1,68909E+16;History of nonproliferative diabetic retinopathy;http://snomed.info/sct;SNOMED-CT
6,90071E+14;History of nontraumatic ruptured cerebral aneurysm;http://snomed.info/sct;SNOMED-CT
427956008;History of normal menopause;http://snomed.info/sct;SNOMED-CT
715200006;History of novel psychoactive substance misuse;http://snomed.info/sct;SNOMED-CT
8,0541E+13;History of nutritional deficiency;http://snomed.info/sct;SNOMED-CT
1,65355E+16;History of nystagmus;http://snomed.info/sct;SNOMED-CT
1,62796E+16;History of occlusion of branch retinal artery;http://snomed.info/sct;SNOMED-CT
432160005;History of occlusion of central retinal artery;http://snomed.info/sct;SNOMED-CT
432006000;History of occlusion of central retinal vein;http://snomed.info/sct;SNOMED-CT
