code;name;code_system;value_set
300933005;FH: Autoimmune disease;http://snomed.info/sct;SNOMED-CT
266903003;FH: Biliary disease;http://snomed.info/sct;SNOMED-CT
275118009;FH: Blindness;http://snomed.info/sct;SNOMED-CT
266893006;FH: Blindness/low vision;http://snomed.info/sct;SNOMED-CT
160316001;FH: Blood disorder;http://snomed.info/sct;SNOMED-CT
275109007;FH: Bowel cancer;http://snomed.info/sct;SNOMED-CT
275940001;FH: Brain disorder;http://snomed.info/sct;SNOMED-CT
160392000;FH: Breast disease;http://snomed.info/sct;SNOMED-CT
275125002;FH: Bronchitis;http://snomed.info/sct;SNOMED-CT
266899005;FH: Bronchitis/COAD;http://snomed.info/sct;SNOMED-CT
275110002;FH: Bronchus cancer;http://snomed.info/sct;SNOMED-CT
160445003;FH: Brother alive and well;http://snomed.info/sct;SNOMED-CT
160446002;FH: Brother alive with problem;http://snomed.info/sct;SNOMED-CT
390915000;FH: Cardiomyopathy;http://snomed.info/sct;SNOMED-CT
266894000;FH: Cardiovascular disease;http://snomed.info/sct;SNOMED-CT
160348002;FH: Cataract;http://snomed.info/sct;SNOMED-CT
266891008;FH: CNS disorder;http://snomed.info/sct;SNOMED-CT
266901001;FH: Colitis;http://snomed.info/sct;SNOMED-CT
160424005;FH: Cong. orthopedic anomaly;http://snomed.info/sct;SNOMED-CT
160422009;FH: Congenital GIT anomaly;http://snomed.info/sct;SNOMED-CT
160423004;FH: Congenital GU anomaly;http://snomed.info/sct;SNOMED-CT
160364005;FH: Congenital heart disease;http://snomed.info/sct;SNOMED-CT
160421002;FH: Congenital RS anomaly;http://snomed.info/sct;SNOMED-CT
275124003;FH: Coronary thrombosis;http://snomed.info/sct;SNOMED-CT
160386006;FH: Crohn's disease;http://snomed.info/sct;SNOMED-CT
160455004;FH: Daughter alive and well;http://snomed.info/sct;SNOMED-CT
160456003;FH: Daughter alive with problem;http://snomed.info/sct;SNOMED-CT
160353007;FH: Deafness;http://snomed.info/sct;SNOMED-CT
160473001;FH: Death under 60 years;http://snomed.info/sct;SNOMED-CT
160329001;FH: Depression;http://snomed.info/sct;SNOMED-CT
160402005;FH: Diabetes in pregnancy;http://snomed.info/sct;SNOMED-CT
275127005;FH: Duodenal ulcer;http://snomed.info/sct;SNOMED-CT
390794009;FH: Dyslexia;http://snomed.info/sct;SNOMED-CT
160352002;FH: Ear disorder;http://snomed.info/sct;SNOMED-CT
160394004;FH: Early menarche;http://snomed.info/sct;SNOMED-CT
160397006;FH: Early menopause;http://snomed.info/sct;SNOMED-CT
160407004;FH: Eczema;http://snomed.info/sct;SNOMED-CT
412784002;FH: Enuresis;http://snomed.info/sct;SNOMED-CT
160341008;FH: Epilepsy;http://snomed.info/sct;SNOMED-CT
160346003;FH: Eye disorder;http://snomed.info/sct;SNOMED-CT
160434001;FH: Father alive and well;http://snomed.info/sct;SNOMED-CT
160435000;FH: Father alive with problem;http://snomed.info/sct;SNOMED-CT
160437008;FH: Father deaf;http://snomed.info/sct;SNOMED-CT
160391007;FH: Female infertility;http://snomed.info/sct;SNOMED-CT
391098008;FH: Fragility fracture;http://snomed.info/sct;SNOMED-CT
275131004;FH: Gallbladder disease;http://snomed.info/sct;SNOMED-CT
275128000;FH: Gastric ulcer;http://snomed.info/sct;SNOMED-CT
160381001;FH: Gastrointestinal disease;http://snomed.info/sct;SNOMED-CT
266904009;FH: Genitourinary disease;http://snomed.info/sct;SNOMED-CT
160347007;FH: Glaucoma;http://snomed.info/sct;SNOMED-CT
160282005;FH: Gonorrhea;http://snomed.info/sct;SNOMED-CT
160308005;FH: Gout;http://snomed.info/sct;SNOMED-CT
160379003;FH: Hay fever;http://snomed.info/sct;SNOMED-CT
160338004;FH: Hemiplegia;http://snomed.info/sct;SNOMED-CT
266889000;FH: Hemophilia;http://snomed.info/sct;SNOMED-CT
275130003;FH: Hepatitis;http://snomed.info/sct;SNOMED-CT
160318000;FH: Hereditary spherocytosis;http://snomed.info/sct;SNOMED-CT
391097003;FH: Hip fracture in first degree relative;http://snomed.info/sct;SNOMED-CT
160410006;FH: Hirsutism;http://snomed.info/sct;SNOMED-CT
160336000;FH: Huntington's chorea;http://snomed.info/sct;SNOMED-CT
160314003;FH: Hypercholesterolemia;http://snomed.info/sct;SNOMED-CT
417072001;FH: Hypercholesterolemia in first degree relative;http://snomed.info/sct;SNOMED-CT
160357008;FH: Hypertension;http://snomed.info/sct;SNOMED-CT
300934004;FH: Hypothyroidism;http://snomed.info/sct;SNOMED-CT
266896003;FH: Ischemic heart disease at greater than 60 years;http://snomed.info/sct;SNOMED-CT
266895004;FH: Ischemic heart disease at less than 60 years;http://snomed.info/sct;SNOMED-CT
160396002;FH: Late menarche;http://snomed.info/sct;SNOMED-CT
160398001;FH: Late menopause;http://snomed.info/sct;SNOMED-CT
266902008;FH: Liver disease;http://snomed.info/sct;SNOMED-CT
160269002;FH: Longevity;http://snomed.info/sct;SNOMED-CT
275119001;FH: Low vision;http://snomed.info/sct;SNOMED-CT
160390008;FH: Male infertility;http://snomed.info/sct;SNOMED-CT
401052005;FH: Malignant hyperpyrexia;http://snomed.info/sct;SNOMED-CT
160331005;FH: Manic-depressive state;http://snomed.info/sct;SNOMED-CT
391096007;FH: Maternal hip fracture;http://snomed.info/sct;SNOMED-CT
416072008;FH: maternal hip fracture before age 75;http://snomed.info/sct;SNOMED-CT
160393005;FH: Menstrual disorder;http://snomed.info/sct;SNOMED-CT
160342001;FH: Migraine;http://snomed.info/sct;SNOMED-CT
160428008;FH: Mother alive and well;http://snomed.info/sct;SNOMED-CT
160429000;FH: Mother alive with problem;http://snomed.info/sct;SNOMED-CT
160344000;FH: Motor neurone disease;http://snomed.info/sct;SNOMED-CT
266906006;FH: Multiple pregnancy;http://snomed.info/sct;SNOMED-CT
160337009;FH: Multiple sclerosis;http://snomed.info/sct;SNOMED-CT
160343006;FH: Muscular dystrophy;http://snomed.info/sct;SNOMED-CT
266907002;FH: Musculoskeletal disease;http://snomed.info/sct;SNOMED-CT
401067009;FH: Myocardial infarct in 1st degree male relative <55 years;http://snomed.info/sct;SNOMED-CT
266897007;FH: Myocardial infarction;http://snomed.info/sct;SNOMED-CT
275123009;FH: Myocardial infarction at greater than 60;http://snomed.info/sct;SNOMED-CT
275122004;FH: Myocardial infarction at less than 60;http://snomed.info/sct;SNOMED-CT
160298003;FH: neoplasm of cervix;http://snomed.info/sct;SNOMED-CT
395089003;FH: Neoplasm of CNS;http://snomed.info/sct;SNOMED-CT
266886007;FH: neoplasm of female genital organ;http://snomed.info/sct;SNOMED-CT
160290005;FH: neoplasm of male genital organ;http://snomed.info/sct;SNOMED-CT
160297008;FH: neoplasm of ovary;http://snomed.info/sct;SNOMED-CT
160288009;FH: neoplasm of skin;http://snomed.info/sct;SNOMED-CT
160299006;FH: neoplasm of uterus;http://snomed.info/sct;SNOMED-CT
160472006;FH: Non-accidental injury to child;http://snomed.info/sct;SNOMED-CT
160306009;FH: Nutritional deficiency;http://snomed.info/sct;SNOMED-CT
160311006;FH: Obesity;http://snomed.info/sct;SNOMED-CT
160414002;FH: Osteoarthritis;http://snomed.info/sct;SNOMED-CT
160354001;FH: Otosclerosis;http://snomed.info/sct;SNOMED-CT
160339007;FH: Paraplegia;http://snomed.info/sct;SNOMED-CT
275117004;FH: Parkinsonism;http://snomed.info/sct;SNOMED-CT
266900000;FH: Peptic ulceration;http://snomed.info/sct;SNOMED-CT
160389004;FH: Polycystic kidney;http://snomed.info/sct;SNOMED-CT
160310007;FH: Porphyria;http://snomed.info/sct;SNOMED-CT
134439009;FH: premature coronary heart disease;http://snomed.info/sct;SNOMED-CT
160408009;FH: Psoriasis;http://snomed.info/sct;SNOMED-CT
160403000;FH: Puerperal depression;http://snomed.info/sct;SNOMED-CT
160401003;FH: Raised B.P. in pregnancy;http://snomed.info/sct;SNOMED-CT
266887003;FH: Raised blood lipids;http://snomed.info/sct;SNOMED-CT
266898002;FH: Respiratory disease;http://snomed.info/sct;SNOMED-CT
160413008;FH: Rheumatoid arthritis;http://snomed.info/sct;SNOMED-CT
160328009;FH: Schizophrenia;http://snomed.info/sct;SNOMED-CT
160325007;FH: Senile dementia;http://snomed.info/sct;SNOMED-CT
275136009;FH: Serious disease;http://snomed.info/sct;SNOMED-CT
160321003;FH: Sickle cell trait;http://snomed.info/sct;SNOMED-CT
160440008;FH: Sister alive and well;http://snomed.info/sct;SNOMED-CT
160441007;FH: Sister alive with problem;http://snomed.info/sct;SNOMED-CT
160406008;FH: Skin disease;http://snomed.info/sct;SNOMED-CT
160450009;FH: Son alive and well;http://snomed.info/sct;SNOMED-CT
160451008;FH: Son alive with problem;http://snomed.info/sct;SNOMED-CT
308746008;FH: Spherocytosis;http://snomed.info/sct;SNOMED-CT
160350005;FH: Squint;http://snomed.info/sct;SNOMED-CT
275108004;FH: Stomach cancer;http://snomed.info/sct;SNOMED-CT
160471004;FH: Sudden infant death;http://snomed.info/sct;SNOMED-CT
160333008;FH: Suicide;http://snomed.info/sct;SNOMED-CT
160281003;FH: Syphilis;http://snomed.info/sct;SNOMED-CT
160319008;FH: Thalassemia;http://snomed.info/sct;SNOMED-CT
310247005;FH: Thrombosis;http://snomed.info/sct;SNOMED-CT
160302006;FH: Thyroid disorder;http://snomed.info/sct;SNOMED-CT
160280002;FH: Tuberculosis;http://snomed.info/sct;SNOMED-CT
275133001;FH: Twin pregnancy;http://snomed.info/sct;SNOMED-CT
275129008;FH: Ulcerative colitis;http://snomed.info/sct;SNOMED-CT
288256007;H/O - maternal psychiatric problem;http://snomed.info/sct;SNOMED-CT
726626004;H/O: neonatal death;http://snomed.info/sct;SNOMED-CT
161811009;H/O: perinatal fetal loss;http://snomed.info/sct;SNOMED-CT
726630001;H/O: postneonatal death;http://snomed.info/sct;SNOMED-CT
726627008;H/O: previous baby bottle fed;http://snomed.info/sct;SNOMED-CT
444094009;History of diabetes mellitus in child of subject;http://snomed.info/sct;SNOMED-CT
737015006;History of previous baby bottle and breast fed;http://snomed.info/sct;SNOMED-CT
737014005;History of previous baby breast fed;http://snomed.info/sct;SNOMED-CT
444180005;History of schizophrenia in child of subject;http://snomed.info/sct;SNOMED-CT
719648007;Husband alive;http://snomed.info/sct;SNOMED-CT
722193000;Husband deceased;http://snomed.info/sct;SNOMED-CT
160860008;Husband in prison;http://snomed.info/sct;SNOMED-CT
719173008;Husband unwell;http://snomed.info/sct;SNOMED-CT
719168002;Husband well;http://snomed.info/sct;SNOMED-CT
160859003;Imprisonment of family member;http://snomed.info/sct;SNOMED-CT
739682007;Infant of patient deceased;http://snomed.info/sct;SNOMED-CT
161067000;Legal problem in family;http://snomed.info/sct;SNOMED-CT
302172001;Marital status of parents;http://snomed.info/sct;SNOMED-CT
704071002;Maternal exposure to radiation;http://snomed.info/sct;SNOMED-CT
413308009;Maternal history of congenital dislocated hip;http://snomed.info/sct;SNOMED-CT
704141008;Maternal history of connective tissue disease;http://snomed.info/sct;SNOMED-CT
704144000;Maternal history of diabetes mellitus;http://snomed.info/sct;SNOMED-CT
719761003;Maternal history of diabetes mellitus type 1;http://snomed.info/sct;SNOMED-CT
719763000;Maternal history of diabetes mellitus type 2;http://snomed.info/sct;SNOMED-CT
281667005;Maternal history of disorder;http://snomed.info/sct;SNOMED-CT
721151003;Maternal history of gestational diabetes;http://snomed.info/sct;SNOMED-CT
444161008;Maternal history of insulin dependence;http://snomed.info/sct;SNOMED-CT
704145004;Maternal history of insulin dependent diabetes mellitus;http://snomed.info/sct;SNOMED-CT
704146003;Maternal history of non-insulin dependent diabetes mellitus;http://snomed.info/sct;SNOMED-CT
785846009;Maternal history of pyrexia in labor;http://snomed.info/sct;SNOMED-CT
704143006;Maternal history of systemic lupus erythematosus;http://snomed.info/sct;SNOMED-CT
1237570003;Maternal history of viral hepatitis B;http://snomed.info/sct;SNOMED-CT
288252009;Maternal infection;http://snomed.info/sct;SNOMED-CT
268858006;Maternal injury;http://snomed.info/sct;SNOMED-CT
288254005;Maternal nutritional disorder;http://snomed.info/sct;SNOMED-CT
268861007;Maternal placental insufficiency;http://snomed.info/sct;SNOMED-CT
268862000;Maternal prolapsed cord;http://snomed.info/sct;SNOMED-CT
297224001;Maternal pyrexia;http://snomed.info/sct;SNOMED-CT
288251002;Maternal renal/urinary disorder;http://snomed.info/sct;SNOMED-CT
866041003;Mother currently breastfeeding;http://snomed.info/sct;SNOMED-CT
160430005;Mother deceased;http://snomed.info/sct;SNOMED-CT
275141001;Mother left home;http://snomed.info/sct;SNOMED-CT
160807009;Mother remarried;http://snomed.info/sct;SNOMED-CT
161078008;Mother smokes;http://snomed.info/sct;SNOMED-CT
50040131000188105;Mother under medication treatment;http://snomed.info/sct;SNOMED-CT
720407008;Mother victim of domestic violence;http://snomed.info/sct;SNOMED-CT
160274005;No family history diabetes;http://snomed.info/sct;SNOMED-CT
704008007;No family history of asthma;http://snomed.info/sct;SNOMED-CT
160252004;No family history of cardiovascular accident or stroke;http://snomed.info/sct;SNOMED-CT
408552005;No family history of chronic obstructive pulmonary disease;http://snomed.info/sct;SNOMED-CT
160250007;No family history of malignancy;http://snomed.info/sct;SNOMED-CT
408553000;No family history of respiratory disease;http://snomed.info/sct;SNOMED-CT
297250002;No family history of stroke;http://snomed.info/sct;SNOMED-CT
160271002;No family history of stroke and/or transient ischemic attack;http://snomed.info/sct;SNOMED-CT
160268005;No FH: Allergy;http://snomed.info/sct;SNOMED-CT
275106000;No FH: Angina;http://snomed.info/sct;SNOMED-CT
313376005;No FH: breast carcinoma;http://snomed.info/sct;SNOMED-CT
160270001;No FH: Cardiovascular disease;http://snomed.info/sct;SNOMED-CT
160267000;No FH: Glaucoma;http://snomed.info/sct;SNOMED-CT
160273004;No FH: Hypertension;http://snomed.info/sct;SNOMED-CT
266882009;No FH: Ischemic heart disease;http://snomed.info/sct;SNOMED-CT
310251007;No FH: Osteoporosis;http://snomed.info/sct;SNOMED-CT
313342001;No FH: Venous thrombosis;http://snomed.info/sct;SNOMED-CT
568071000005101;One parent or sibling has allergy;http://snomed.info/sct;SNOMED-CT
1254718004;Parent has disability;http://snomed.info/sct;SNOMED-CT
415036007;Parent has physical disability;http://snomed.info/sct;SNOMED-CT
413316000;Parent on probation;http://snomed.info/sct;SNOMED-CT
281577004;Parent unemployed;http://snomed.info/sct;SNOMED-CT
716053000;Parental health issue;http://snomed.info/sct;SNOMED-CT
739678005;Parents deceased;http://snomed.info/sct;SNOMED-CT
266947009;Parents separated;http://snomed.info/sct;SNOMED-CT
704502000;Partner pregnant;http://snomed.info/sct;SNOMED-CT
722417007;Paternal alcohol abuse;http://snomed.info/sct;SNOMED-CT
439213009;Paternal drug misuse;http://snomed.info/sct;SNOMED-CT
703520001;Patient's child aware of diagnosis;http://snomed.info/sct;SNOMED-CT
473316003;Relative aware of prognosis;http://snomed.info/sct;SNOMED-CT
415289003;Relative dying;http://snomed.info/sct;SNOMED-CT
248541003;Relative with terminal illness;http://snomed.info/sct;SNOMED-CT
739679002;Sibling deceased;http://snomed.info/sct;SNOMED-CT
1254719007;Sibling has disability;http://snomed.info/sct;SNOMED-CT
275142008;Sick child;http://snomed.info/sct;SNOMED-CT
160442000;Sister deceased;http://snomed.info/sct;SNOMED-CT
275105001;Smoker in the family;http://snomed.info/sct;SNOMED-CT
160452001;Son deceased;http://snomed.info/sct;SNOMED-CT
739677000;Spouse deceased;http://snomed.info/sct;SNOMED-CT
1254720001;Spouse has disability;http://snomed.info/sct;SNOMED-CT
275113000;Spouse hemophiliac;http://snomed.info/sct;SNOMED-CT
444221003;Spouse of subject is victim of crime;http://snomed.info/sct;SNOMED-CT
266971002;Spouse unwell;http://snomed.info/sct;SNOMED-CT
161075006;Spouse works away from home;http://snomed.info/sct;SNOMED-CT
281662004;Unemployed father;http://snomed.info/sct;SNOMED-CT
281663009;Unemployed mother;http://snomed.info/sct;SNOMED-CT
160891002;Vulnerable child in family;http://snomed.info/sct;SNOMED-CT
160886003;Wife alive;http://snomed.info/sct;SNOMED-CT
722227004;Wife deceased;http://snomed.info/sct;SNOMED-CT
160884000;Wife pregnant;http://snomed.info/sct;SNOMED-CT
763381006;Wife unable to cope;http://snomed.info/sct;SNOMED-CT
719174002;Wife unwell;http://snomed.info/sct;SNOMED-CT
160885004;Wife well;http://snomed.info/sct;SNOMED-CT
